Geneid	M04.CTRL	M04.TGFb	M04.TGFb_VTP	M04.VTP	M77.CTRL	M77.TGFb	M77.TGFb_VTP	M77.VTP	M78.CTRL	M78.TGFb	M78.TGFb_VTP	M78.VTP	M81.CTRL	M81.TGFb	M81.TGFb_VTP	M81.VTP	M89.CTRL	M89.TGFb	M89.TGFb_VTP	M89.VTP	M99.CTRL	M99.TGFb	M99.TGFb_VTP	M99.VTP
AC009220.1	51	42	23	106	27	33	40	25	16	53	84	17	23	15	28	46	46	63	30	42	32	47	71	18
MZT1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBN2	101	123	105	127	123	139	228	130	153	135	181	100	108	194	217	188	192	166	112	58	121	117	76	70
RNU6-206P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMC1	17	16	17	28	26	27	29	13	14	14	45	15	15	4	25	24	11	22	22	13	3	11	26	24
LUC7L2	204	205	198	465	241	183	345	259	240	208	243	126	273	280	377	279	184	342	206	299	219	214	235	143
FMC1-LUC7L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC083880.1	1	2	0	6	1	3	5	2	0	6	2	0	5	3	4	15	0	7	0	2	3	2	3	0
RNU6-911P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KLRG2	1	1	0	0	1	2	0	0	2	0	2	0	0	0	0	0	0	0	1	1	1	1	0	2
AC005531.1	1	2	0	4	2	2	0	4	1	3	0	2	1	0	0	1	2	0	2	1	1	1	0	1
CLEC2L	0	0	0	0	0	0	2	0	0	3	1	0	0	0	2	0	0	0	0	0	2	0	1	0
ERHP1	28	35	3	24	25	41	7	11	16	23	62	2	15	6	26	41	19	72	19	26	18	15	42	10
HIPK2	1403	1544	1113	2930	684	694	824	745	842	735	790	478	807	1045	809	1150	759	808	935	883	935	1128	1575	787
TBXAS1	6	11	10	24	8	0	18	6	6	8	6	3	17	17	14	16	7	3	5	8	9	9	18	3
PARP12	170	157	124	199	163	407	146	109	485	181	145	44	258	206	218	186	108	417	161	139	185	132	221	96
KDM7A	51	63	36	69	83	71	148	72	61	101	113	26	67	131	159	108	143	76	66	30	57	41	39	42
AC004849.1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
KDM7A-DT	22	30	14	53	14	23	56	28	26	30	60	13	29	45	67	45	21	42	40	27	28	19	21	11
RNU6-797P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-58P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005377.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R2P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC37A3	320	373	336	399	487	457	676	464	643	494	621	236	512	537	745	636	456	823	616	293	492	407	288	245
RNA5SP247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
RAB19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC069335.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MKRN1	639	788	669	1035	745	951	1375	857	783	689	1063	389	847	1135	1476	1094	707	1172	862	478	776	685	616	500
DENND2A	26	26	21	23	16	41	2	8	7	0	0	0	44	4	6	23	9	61	9	20	1	2	1	2
AC006452.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006452.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RN7SL771P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCK2	144	120	129	226	200	199	286	200	284	243	246	168	243	205	220	208	169	246	191	195	164	194	170	124
NDUFB2	781	784	716	1647	547	708	1249	754	617	553	1232	376	719	621	1100	889	536	912	716	740	638	613	891	416
NDUFB2-AS1	22	25	24	43	8	17	12	15	18	17	19	17	19	22	25	13	9	21	27	33	17	18	28	16
BRAF	216	230	208	236	207	223	261	201	283	207	231	151	173	221	301	254	231	268	215	92	220	168	111	133
RNU6-85P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC006006.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCT4P1	3	5	2	7	2	4	1	0	1	1	7	0	0	1	6	3	2	13	1	2	2	3	4	2
MRPS33	202	247	255	369	153	215	396	222	209	184	342	122	208	249	414	233	155	365	300	130	191	196	200	180
RNU4-74P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM178B	282	591	416	571	303	950	157	164	670	265	250	236	130	156	123	249	155	1062	677	412	560	511	254	121
AC006362.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB10P2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AC005692.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC005692.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
AC005692.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073878.1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073878.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGK	279	351	292	385	223	281	366	248	357	236	338	120	260	322	404	382	206	364	318	160	265	266	244	226
AC004918.1	1	5	3	7	2	4	11	8	9	4	9	1	3	5	18	3	7	5	7	0	1	6	0	3
DENND11	153	170	154	256	186	145	308	195	239	188	283	111	160	274	315	240	230	190	136	110	166	174	161	96
AC004918.5	16	12	11	20	13	10	32	4	14	11	25	4	12	18	29	23	12	12	4	8	7	14	12	8
WEE2-AS1	6	8	5	6	5	12	21	8	1	6	11	1	9	9	23	16	9	25	13	2	6	11	12	6
WEE2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-82P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSBP1	632	853	631	1026	613	708	1211	613	702	485	1008	561	572	833	1155	755	597	1063	770	401	684	569	615	760
TAS2R3	2	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0
TAS2R4	2	0	0	1	2	3	4	1	6	1	3	0	1	4	1	4	1	3	0	1	5	1	0	0
TAS2R6P	1	0	0	0	0	0	2	0	2	3	3	0	1	0	0	2	0	0	0	1	1	0	1	0
TAS2R5	2	2	0	4	0	2	13	1	6	1	7	1	2	2	6	2	6	0	0	0	0	0	3	0
MTCO1P55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTND2P5	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MTND1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
MYL6P4	14	11	5	10	18	38	4	1	22	16	29	5	10	17	38	31	8	43	8	2	10	8	57	1
PRSS37	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR9A3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OR9A1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGAM	1636	1891	699	1031	254	94	31	64	106	1	3	9	104	28	12	46	46	92	32	30	285	179	175	116
OR9N1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR9A4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CLEC5A	2	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGAM2	6	4	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	1	0	0	0	0
MOXD2P	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
PRSS58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC245088.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC245088.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS3P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TRBV4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV6-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV7-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV4-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV6-2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV7-2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TRBV8-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV5-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV6-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV7-3	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0
TRBV8-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV5-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV10-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV11-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV12-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV10-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV11-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV12-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TRBV6-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV7-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV5-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV6-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV7-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV5-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV6-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV7-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV5-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV6-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV7-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV5-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV7-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV10-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV11-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV12-3	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0
TRBV12-4	8	4	2	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0
TRBV12-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV14	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV20-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV21-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV22-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV23-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV24-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTRNR2L6	29	49	13	41	26	19	15	9	21	21	31	39	9	13	13	39	17	33	10	10	48	43	31	69
TRBV25-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBVA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBVB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGBD4P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC244472.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBV29-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRSS3P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
WBP1LP1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0
TRBD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ1-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ1-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBC1	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ2-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TRBJ2-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ2-2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ2-3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ2-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ2-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ2-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBJ2-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRBC2	0	0	0	0	0	1	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0
TRBV30	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
EPHB6	1	4	6	4	10	135	6	3	54	3	3	14	301	36	31	84	3	336	117	106	136	213	48	12
TRPV6	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AC245427.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC245427.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPV5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LLCFC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEL	0	1	4	3	1	5	1	1	5	3	1	1	1	8	1	0	0	0	2	1	0	0	3	1
OR9A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR9P1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR6V1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR6W1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIP	0	0	0	0	0	1	0	0	2	1	2	1	20	0	0	3	0	13	6	4	0	2	1	0
TAS2R39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073342.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073342.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTK1	983	1073	1076	1618	602	1012	1442	913	1151	708	1342	716	1100	1091	1635	1283	492	1537	1184	730	836	852	1155	746
AC073342.1	1	0	0	1	1	1	1	3	2	0	3	0	1	2	2	1	2	1	1	2	5	0	3	0
TMEM139	0	0	0	0	0	0	1	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0
CASP2	191	244	154	264	201	192	204	175	244	185	216	56	206	211	259	277	147	227	179	117	159	202	183	97
RN7SL535P	0	0	2	0	0	0	2	0	1	1	0	0	0	1	0	1	0	0	1	2	2	1	0	0
RN7SL481P	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0
HINT1P1	37	46	16	61	41	27	26	25	28	29	102	17	18	10	41	53	49	125	19	29	26	19	58	12
CLCN1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM131B	34	38	45	81	19	19	22	23	26	29	26	19	42	17	44	24	22	23	26	18	39	22	24	15
AC093673.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC093673.1	129	149	84	241	100	202	211	153	133	158	222	58	186	188	193	170	81	295	191	172	144	149	154	83
ZYX	7452	8509	6406	16224	7576	10090	11020	7743	12179	9439	10336	6444	10860	8767	11663	9369	5119	15627	11290	18782	8751	10679	14653	4357
MIR6892	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
EPHA1	0	0	0	1	0	1	0	0	0	1	2	0	2	0	0	0	0	1	1	1	2	0	0	0
EPHA1-AS1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0
TAS2R62P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TAS2R41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2R1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR10AC1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AC073264.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PAICSP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0
CTAGE15	0	4	1	2	3	5	1	1	0	1	10	1	1	0	8	11	2	8	5	0	4	0	4	0
RNU6-162P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC073264.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TCAF1P1	48	48	28	122	59	77	66	40	80	99	113	28	53	86	63	114	110	135	71	58	51	44	85	17
AC073264.3	4	3	0	6	2	5	3	0	0	1	4	0	1	2	5	9	3	7	4	5	0	3	0	0
TCAF2	20	27	22	21	40	42	38	17	63	11	32	4	48	23	38	34	20	45	24	23	30	21	15	5
TCAF2C	2	4	0	3	2	5	0	1	0	2	3	0	2	0	2	4	4	6	1	0	0	3	2	1
RNU6-267P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE6	0	1	0	0	0	3	1	0	0	2	0	0	0	0	2	0	0	1	1	2	0	1	0	0
AC099548.2	1	5	1	4	15	9	7	3	7	3	6	0	6	13	5	10	3	18	1	2	2	4	2	0
PAICSP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC099548.1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2
TCAF2P1	1	1	1	1	2	2	0	0	1	0	2	0	2	6	1	3	1	0	0	0	1	5	1	0
TCAF1	362	536	289	660	547	603	608	439	656	595	696	308	452	774	793	672	592	922	579	382	511	456	488	277
OR2F2	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0
OR2F1	0	0	0	0	1	2	0	0	0	1	1	0	0	0	2	0	4	2	1	0	0	2	0	1
AC004853.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2Q1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC16A1P1	0	2	0	0	0	0	1	0	0	1	0	0	1	0	0	2	0	1	2	0	0	0	0	0
OR6B1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2A25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2A41P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2A12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OR2A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2A15P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2A14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2A13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2A3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR2AO1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE4	4	11	3	5	1	10	0	1	7	1	13	1	3	1	2	7	6	10	4	1	1	1	7	3
ARHGEF35	2	5	0	5	10	29	15	14	20	21	21	11	13	33	39	35	14	43	25	14	15	10	15	7
ARHGEF35-AS1	17	49	12	24	18	41	10	5	31	23	59	7	21	27	41	61	19	61	31	19	13	5	27	9
OR2A42	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
OR2A20P	0	0	0	2	5	16	3	2	9	10	9	2	15	3	15	14	4	22	5	6	5	4	4	0
AC074386.1	0	0	0	1	0	2	0	0	1	0	1	0	2	0	3	2	0	1	1	0	0	0	1	0
OR2A7	1	0	0	0	0	5	0	1	3	2	2	0	0	0	0	2	1	2	3	1	0	0	0	1
CTAGE8	0	1	0	1	1	0	0	1	3	4	4	0	0	0	2	1	0	4	0	3	0	1	1	1
ARHGEF34P	30	39	15	53	11	64	13	10	42	32	47	18	20	33	38	47	22	89	49	25	15	20	35	5
OR2A9P	0	0	0	0	8	17	2	1	5	8	6	2	8	2	11	14	12	31	2	6	3	6	8	1
OR2A1-AS1	3	5	2	7	1	3	1	1	5	4	6	1	3	0	4	5	1	7	1	3	0	0	10	3
OR2A1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	3	0	0	1	1	1	0
ARHGEF5	115	139	79	217	54	154	74	81	144	105	157	54	102	103	147	132	58	268	129	101	80	69	129	42
NOBOX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPIAP83	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
