NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE
SENSORY PROCESSING OF SOUND BY INNER HAIR CELLS OF THE COCHLEA%REACTOME DATABASE ID RELEASE 83%9662360,SENSORY PROCESSING OF SOUND BY INNER HAIR CELLS OF THE COCHLEA%REACTOME DATABASE ID RELEASE 83%9662360,,31,0.3634696,1.0612028,0.34879726,0.67883474,1,2511,"tags=32%, list=17%, signal=39%"
RHOBTB2 GTPASE CYCLE%REACTOME%R-HSA-9013418.2,RHOBTB2 GTPASE CYCLE%REACTOME%R-HSA-9013418.2,,23,0.38688436,1.0611612,0.375,0.678386,1,2837,"tags=26%, list=19%, signal=32%"
PLASMA MEMBRANE ORGANIZATION%GOBP%GO:0007009,PLASMA MEMBRANE ORGANIZATION%GOBP%GO:0007009,,73,0.30733708,1.0603164,0.35816166,0.680139,1,2156,"tags=23%, list=15%, signal=27%"
SIGNALING BY FGFR IN DISEASE%REACTOME DATABASE ID RELEASE 83%1226099,SIGNALING BY FGFR IN DISEASE%REACTOME DATABASE ID RELEASE 83%1226099,,43,0.34144816,1.0601851,0.354201,0.6799392,1,1347,"tags=21%, list=9%, signal=23%"
REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:1900542,REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:1900542,,54,0.3249443,1.0600196,0.35284552,0.67986447,1,1897,"tags=28%, list=13%, signal=32%"
SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE,SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS REGULATED BY RET TYROSINE KINASE,,37,0.35046223,1.0600086,0.35075885,0.67933464,1,3053,"tags=32%, list=21%, signal=41%"
RESPONSE TO HEAT%GOBP%GO:0009408,RESPONSE TO HEAT%GOBP%GO:0009408,,52,0.32642844,1.0599812,0.34280938,0.6788549,1,1222,"tags=15%, list=8%, signal=17%"
XANTHINURIA TYPE I%SMPDB%SMP0000512,XANTHINURIA TYPE I%SMPDB%SMP0000512,,33,0.3577445,1.0597712,0.38758388,0.6789252,1,3870,"tags=36%, list=26%, signal=49%"
REGULATION OF TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0006359,REGULATION OF TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0006359,,25,0.3736655,1.0595827,0.36227044,0.6789107,1,3450,"tags=40%, list=23%, signal=52%"
REGULATION OF TELOMERE CAPPING%GOBP%GO:1904353,REGULATION OF TELOMERE CAPPING%GOBP%GO:1904353,,21,0.39654225,1.0593264,0.3683274,0.6790633,1,2982,"tags=38%, list=20%, signal=48%"
REGULATION OF MRNA 3'-END PROCESSING%GOBP%GO:0031440,REGULATION OF MRNA 3'-END PROCESSING%GOBP%GO:0031440,,20,0.39398804,1.0593207,0.3857143,0.6785243,1,974,"tags=15%, list=7%, signal=16%"
RECOGNITION AND ASSOCIATION OF DNA GLYCOSYLASE WITH SITE CONTAINING AN AFFECTED PYRIMIDINE%REACTOME DATABASE ID RELEASE 83%110328,RECOGNITION AND ASSOCIATION OF DNA GLYCOSYLASE WITH SITE CONTAINING AN AFFECTED PYRIMIDINE%REACTOME DATABASE ID RELEASE 83%110328,,24,0.38144034,1.0591938,0.38758388,0.6783145,1,3974,"tags=38%, list=27%, signal=51%"
BETA-UREIDOPROPIONASE DEFICIENCY%PATHWHIZ%PW000187,BETA-UREIDOPROPIONASE DEFICIENCY%PATHWHIZ%PW000187,,18,0.4045665,1.0590994,0.3979933,0.6780098,1,3571,"tags=33%, list=24%, signal=44%"
POSITIVE REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901798,POSITIVE REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:1901798,,25,0.37935552,1.0581049,0.38194445,0.6803009,1,2864,"tags=36%, list=19%, signal=45%"
TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN G2 CELL CYCLE ARREST%REACTOME DATABASE ID RELEASE 83%6804114,TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN G2 CELL CYCLE ARREST%REACTOME DATABASE ID RELEASE 83%6804114,,17,0.41694322,1.0578444,0.38447973,0.6804739,1,4668,"tags=65%, list=32%, signal=94%"
CYTOSOLIC DNA-SENSING PATHWAY%WIKIPATHWAYS_20220510%WP4655%HOMO SAPIENS,CYTOSOLIC DNA-SENSING PATHWAY%WIKIPATHWAYS_20220510%WP4655%HOMO SAPIENS,,44,0.33757535,1.0576015,0.33501685,0.6806008,1,3799,"tags=39%, list=26%, signal=52%"
PROTEIN SUMOYLATION%GOBP%GO:0016925,PROTEIN SUMOYLATION%GOBP%GO:0016925,,43,0.3393134,1.0573158,0.355,0.6808111,1,3277,"tags=37%, list=22%, signal=48%"
POSITIVE REGULATION OF TELOMERASE ACTIVITY%GOBP%GO:0051973,POSITIVE REGULATION OF TELOMERASE ACTIVITY%GOBP%GO:0051973,,30,0.3595068,1.0571711,0.36379018,0.6806537,1,2396,"tags=20%, list=16%, signal=24%"
APAP ADME%REACTOME%R-HSA-9753281.2,APAP ADME%REACTOME%R-HSA-9753281.2,,15,0.41683933,1.0568662,0.38838476,0.6809295,1,2436,"tags=33%, list=16%, signal=40%"
GOUT OR KELLEY-SEEGMILLER SYNDROME%SMPDB%SMP0000365,GOUT OR KELLEY-SEEGMILLER SYNDROME%SMPDB%SMP0000365,,33,0.3577445,1.0567831,0.37271214,0.6806019,1,3870,"tags=36%, list=26%, signal=49%"
APOPTOTIC SIGNALING PATHWAY%GOBP%GO:0097190,APOPTOTIC SIGNALING PATHWAY%GOBP%GO:0097190,,188,0.27005327,1.0562909,0.33235726,0.68142194,1,2840,"tags=24%, list=19%, signal=29%"
MITOCHONDRIAL TRNA AMINOACYLATION%REACTOME%R-HSA-379726.1,MITOCHONDRIAL TRNA AMINOACYLATION%REACTOME%R-HSA-379726.1,,20,0.39281955,1.05622,0.36614853,0.6810571,1,4698,"tags=55%, list=32%, signal=80%"
REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:1905897,REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS%GOBP%GO:1905897,,68,0.30959356,1.0557791,0.3488746,0.6817756,1,3559,"tags=37%, list=24%, signal=48%"
MONOUBIQUITINATED HISTONE DEUBIQUITINATION%GOBP%GO:0035521,MONOUBIQUITINATED HISTONE DEUBIQUITINATION%GOBP%GO:0035521,,28,0.3616257,1.0554146,0.38737202,0.682265,1,1818,"tags=25%, list=12%, signal=28%"
UMP SYNTHASE DEFICIENCY (OROTIC ACIDURIA)%SMPDB%SMP0000219,UMP SYNTHASE DEFICIENCY (OROTIC ACIDURIA)%SMPDB%SMP0000219,,18,0.4045665,1.0552851,0.3813708,0.6820838,1,3571,"tags=33%, list=24%, signal=44%"
XANTHINE DEHYDROGENASE DEFICIENCY (XANTHINURIA)%SMPDB%SMP0000220,XANTHINE DEHYDROGENASE DEFICIENCY (XANTHINURIA)%SMPDB%SMP0000220,,33,0.3577445,1.055226,0.38240272,0.6817001,1,3870,"tags=36%, list=26%, signal=49%"
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS%GOBP%GO:0043618,REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS%GOBP%GO:0043618,,26,0.37933254,1.0541162,0.38070175,0.68426543,1,425,"tags=15%, list=3%, signal=16%"
MNGIE (MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOPATHY)%PATHWHIZ%PW000190,MNGIE (MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOPATHY)%PATHWHIZ%PW000190,,18,0.4045665,1.0538782,0.3960217,0.68441874,1,3571,"tags=33%, list=24%, signal=44%"
RHOBTB GTPASE CYCLE%REACTOME%R-HSA-9706574.2,RHOBTB GTPASE CYCLE%REACTOME%R-HSA-9706574.2,,35,0.35005912,1.0532806,0.38448846,0.6855509,1,2837,"tags=23%, list=19%, signal=28%"
ADENOSINE DEAMINASE DEFICIENCY%PATHWHIZ%PW000075,ADENOSINE DEAMINASE DEFICIENCY%PATHWHIZ%PW000075,,33,0.3577445,1.0530738,0.36472604,0.6855641,1,3870,"tags=36%, list=26%, signal=49%"
RNA CATABOLIC PROCESS%GOBP%GO:0006401,RNA CATABOLIC PROCESS%GOBP%GO:0006401,,139,0.28033,1.0529926,0.32978722,0.6852443,1,2811,"tags=22%, list=19%, signal=26%"
SIGNALING BY NUCLEAR RECEPTORS%REACTOME DATABASE ID RELEASE 83%9006931,SIGNALING BY NUCLEAR RECEPTORS%REACTOME DATABASE ID RELEASE 83%9006931,,194,0.2696191,1.052776,0.32946298,0.6853405,1,2821,"tags=26%, list=19%, signal=31%"
RECRUITMENT AND ATM-MEDIATED PHOSPHORYLATION OF REPAIR AND SIGNALING PROTEINS AT DNA DOUBLE STRAND BREAKS%REACTOME DATABASE ID RELEASE 83%5693565,RECRUITMENT AND ATM-MEDIATED PHOSPHORYLATION OF REPAIR AND SIGNALING PROTEINS AT DNA DOUBLE STRAND BREAKS%REACTOME DATABASE ID RELEASE 83%5693565,,49,0.33019775,1.0520947,0.35966387,0.68670917,1,2459,"tags=24%, list=17%, signal=29%"
HDR THROUGH SINGLE STRAND ANNEALING (SSA)%REACTOME%R-HSA-5685938.1,HDR THROUGH SINGLE STRAND ANNEALING (SSA)%REACTOME%R-HSA-5685938.1,,35,0.35044813,1.0519588,0.3773913,0.6865492,1,2362,"tags=23%, list=16%, signal=27%"
NEGATIVE REGULATION OF BINDING%GOBP%GO:0051100,NEGATIVE REGULATION OF BINDING%GOBP%GO:0051100,,99,0.28922495,1.0516274,0.34012538,0.68692714,1,2899,"tags=29%, list=20%, signal=36%"
"ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000380","ALTERNATIVE MRNA SPLICING, VIA SPLICEOSOME%GOBP%GO:0000380",,16,0.42051008,1.0509051,0.38541666,0.68844473,1,2256,"tags=25%, list=15%, signal=29%"
FORMATION OF INCISION COMPLEX IN GG-NER%REACTOME%R-HSA-5696395.1,FORMATION OF INCISION COMPLEX IN GG-NER%REACTOME%R-HSA-5696395.1,,41,0.33953708,1.0506146,0.37770382,0.6886985,1,2679,"tags=24%, list=18%, signal=30%"
COPI-MEDIATED ANTEROGRADE TRANSPORT%REACTOME%R-HSA-6807878.1,COPI-MEDIATED ANTEROGRADE TRANSPORT%REACTOME%R-HSA-6807878.1,,77,0.30347103,1.0504546,0.3528481,0.6886061,1,3345,"tags=34%, list=23%, signal=43%"
DNA REPLICATION CHECKPOINT SIGNALING%GOBP%GO:0000076,DNA REPLICATION CHECKPOINT SIGNALING%GOBP%GO:0000076,,15,0.43098527,1.0501609,0.40545455,0.6888966,1,4373,"tags=53%, list=30%, signal=76%"
PID_RET_PATHWAY%MSIGDB_C2%PID_RET_PATHWAY,PID_RET_PATHWAY%MSIGDB_C2%PID_RET_PATHWAY,,27,0.37250152,1.0501071,0.3954306,0.6884917,1,3706,"tags=41%, list=25%, signal=54%"
PURINE METABOLISM%PATHWHIZ%PW000052,PURINE METABOLISM%PATHWHIZ%PW000052,,33,0.3577445,1.0500337,0.38037866,0.68812495,1,3870,"tags=36%, list=26%, signal=49%"
REGULATION OF HISTONE ACETYLATION%GOBP%GO:0035065,REGULATION OF HISTONE ACETYLATION%GOBP%GO:0035065,,30,0.35713512,1.0497531,0.3697183,0.6883847,1,2955,"tags=30%, list=20%, signal=37%"
VACUOLAR TRANSPORT%GOBP%GO:0007034,VACUOLAR TRANSPORT%GOBP%GO:0007034,,141,0.28231138,1.0492996,0.33285713,0.6890994,1,2587,"tags=23%, list=17%, signal=28%"
RAS PATHWAY%PANTHER PATHWAY%P04393,RAS PATHWAY%PANTHER PATHWAY%P04393,,67,0.3107527,1.0491511,0.37254903,0.6889645,1,2154,"tags=24%, list=15%, signal=28%"
ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE%GOBP%GO:0061844,ANTIMICROBIAL HUMORAL IMMUNE RESPONSE MEDIATED BY ANTIMICROBIAL PEPTIDE%GOBP%GO:0061844,,20,0.3928851,1.0488956,0.38502672,0.6891559,1,515,"tags=15%, list=3%, signal=16%"
TRANSLESION SYNTHESIS BY POLI%REACTOME%R-HSA-5656121.1,TRANSLESION SYNTHESIS BY POLI%REACTOME%R-HSA-5656121.1,,17,0.40628368,1.0486969,0.3872054,0.6891621,1,2815,"tags=29%, list=19%, signal=36%"
REGULATION OF SPINDLE ORGANIZATION%GOBP%GO:0090224,REGULATION OF SPINDLE ORGANIZATION%GOBP%GO:0090224,,42,0.3354092,1.0480657,0.39419794,0.6904426,1,1800,"tags=21%, list=12%, signal=24%"
PLASMA MEMBRANE INVAGINATION%GOBP%GO:0099024,PLASMA MEMBRANE INVAGINATION%GOBP%GO:0099024,,23,0.38387018,1.0478704,0.39469028,0.6904747,1,2696,"tags=26%, list=18%, signal=32%"
MITOCHONDRIAL IMMUNE RESPONSE TO SARS-COV-2%WIKIPATHWAYS_20220510%WP5038%HOMO SAPIENS,MITOCHONDRIAL IMMUNE RESPONSE TO SARS-COV-2%WIKIPATHWAYS_20220510%WP5038%HOMO SAPIENS,,22,0.38388324,1.0478463,0.40604028,0.6899931,1,2911,"tags=32%, list=20%, signal=40%"
POSITIVE REGULATION OF TRANSCRIPTION ELONGATION BY RNA POLYMERASE II%GOBP%GO:0032968,POSITIVE REGULATION OF TRANSCRIPTION ELONGATION BY RNA POLYMERASE II%GOBP%GO:0032968,,44,0.333127,1.0475585,0.382906,0.6902433,1,3647,"tags=36%, list=25%, signal=48%"
HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE%REACTOME%R-HSA-5693579.3,HOMOLOGOUS DNA PAIRING AND STRAND EXCHANGE%REACTOME%R-HSA-5693579.3,,41,0.3360951,1.0474709,0.3631757,0.68994385,1,2427,"tags=22%, list=16%, signal=26%"
PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY%SMPDB%SMP0000210,PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY%SMPDB%SMP0000210,,33,0.3577445,1.0473982,0.3614865,0.6895706,1,3870,"tags=36%, list=26%, signal=49%"
VLDLR INTERNALISATION AND DEGRADATION%REACTOME DATABASE ID RELEASE 83%8866427,VLDLR INTERNALISATION AND DEGRADATION%REACTOME DATABASE ID RELEASE 83%8866427,,16,0.41590315,1.0465641,0.4,0.6914,1,2338,"tags=44%, list=16%, signal=52%"
CELLULAR RESPONSE TO HEAT%GOBP%GO:0034605,CELLULAR RESPONSE TO HEAT%GOBP%GO:0034605,,38,0.3454728,1.0461676,0.37846655,0.69195884,1,4226,"tags=42%, list=29%, signal=59%"
LESCH-NYHAN SYNDROME (LNS)%SMPDB%SMP0000364,LESCH-NYHAN SYNDROME (LNS)%SMPDB%SMP0000364,,33,0.3577445,1.0459403,0.3890785,0.6920503,1,3870,"tags=36%, list=26%, signal=49%"
REGULATION OF MEMBRANE DEPOLARIZATION%GOBP%GO:0003254,REGULATION OF MEMBRANE DEPOLARIZATION%GOBP%GO:0003254,,26,0.37669057,1.045696,0.38821492,0.69219536,1,1884,"tags=23%, list=13%, signal=26%"
MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:0044772,MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:0044772,,114,0.2819118,1.0442475,0.35171387,0.6956463,1,2866,"tags=28%, list=19%, signal=35%"
"BIOSYNTHESIS OF THE N-GLYCAN PRECURSOR (DOLICHOL LIPID-LINKED OLIGOSACCHARIDE, LLO) AND TRANSFER TO A NASCENT PROTEIN%REACTOME DATABASE ID RELEASE 83%446193","BIOSYNTHESIS OF THE N-GLYCAN PRECURSOR (DOLICHOL LIPID-LINKED OLIGOSACCHARIDE, LLO) AND TRANSFER TO A NASCENT PROTEIN%REACTOME DATABASE ID RELEASE 83%446193",,64,0.30989763,1.0441157,0.37953794,0.6954438,1,1498,"tags=20%, list=10%, signal=22%"
REGULATION OF ACTIN FILAMENT ORGANIZATION%GOBP%GO:0110053,REGULATION OF ACTIN FILAMENT ORGANIZATION%GOBP%GO:0110053,,175,0.26885217,1.0437866,0.34744525,0.69580996,1,2046,"tags=21%, list=14%, signal=24%"
MAPK CASCADE%GOBP%GO:0000165,MAPK CASCADE%GOBP%GO:0000165,,91,0.29414198,1.043759,0.38522014,0.6953248,1,2402,"tags=25%, list=16%, signal=30%"
REGULATION OF MICROTUBULE-BASED PROCESS%GOBP%GO:0032886,REGULATION OF MICROTUBULE-BASED PROCESS%GOBP%GO:0032886,,172,0.27259904,1.0431256,0.36857143,0.6965429,1,1975,"tags=18%, list=13%, signal=21%"
POSITIVE REGULATION OF PLASMA MEMBRANE BOUNDED CELL PROJECTION ASSEMBLY%GOBP%GO:0120034,POSITIVE REGULATION OF PLASMA MEMBRANE BOUNDED CELL PROJECTION ASSEMBLY%GOBP%GO:0120034,,73,0.30039117,1.0428243,0.38486314,0.69685155,1,3761,"tags=40%, list=25%, signal=53%"
TRANSLESION SYNTHESIS BY POLH%REACTOME DATABASE ID RELEASE 83%110320,TRANSLESION SYNTHESIS BY POLH%REACTOME DATABASE ID RELEASE 83%110320,,19,0.40515253,1.0423393,0.40101522,0.69770855,1,4171,"tags=42%, list=28%, signal=59%"
PROTEIN LOCALIZATION TO SYNAPSE%GOBP%GO:0035418,PROTEIN LOCALIZATION TO SYNAPSE%GOBP%GO:0035418,,27,0.36883086,1.0420356,0.389948,0.6980451,1,1649,"tags=22%, list=11%, signal=25%"
HUNTINGTON DISEASE%PANTHER PATHWAY%P00029,HUNTINGTON DISEASE%PANTHER PATHWAY%P00029,,72,0.3027005,1.0416237,0.3588907,0.6986461,1,3280,"tags=32%, list=22%, signal=41%"
POSITIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:1905168,POSITIVE REGULATION OF DOUBLE-STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION%GOBP%GO:1905168,,33,0.34981644,1.041422,0.39398998,0.69870293,1,3125,"tags=27%, list=21%, signal=34%"
NEGATIVE REGULATION OF VIRAL-INDUCED CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0039532,NEGATIVE REGULATION OF VIRAL-INDUCED CYTOPLASMIC PATTERN RECOGNITION RECEPTOR SIGNALING PATHWAY%GOBP%GO:0039532,,16,0.40950242,1.0410203,0.41155866,0.6992754,1,3609,"tags=44%, list=24%, signal=58%"
PACKAGING OF TELOMERE ENDS%REACTOME DATABASE ID RELEASE 83%171306,PACKAGING OF TELOMERE ENDS%REACTOME DATABASE ID RELEASE 83%171306,,17,0.40144178,1.0409589,0.41403508,0.6988997,1,4504,"tags=41%, list=30%, signal=59%"
POSITIVE REGULATION OF HEMOPOIESIS%GOBP%GO:1903708,POSITIVE REGULATION OF HEMOPOIESIS%GOBP%GO:1903708,,90,0.29481715,1.0407796,0.3707317,0.69885445,1,1659,"tags=16%, list=11%, signal=17%"
SIGNALING BY NOTCH%REACTOME DATABASE ID RELEASE 83%157118,SIGNALING BY NOTCH%REACTOME DATABASE ID RELEASE 83%157118,,167,0.26821387,1.0406693,0.37317786,0.69860846,1,3329,"tags=29%, list=22%, signal=37%"
TERMINATION OF TRANSLESION DNA SYNTHESIS%REACTOME DATABASE ID RELEASE 83%5656169,TERMINATION OF TRANSLESION DNA SYNTHESIS%REACTOME DATABASE ID RELEASE 83%5656169,,30,0.35209486,1.0403866,0.42314336,0.69885343,1,3307,"tags=27%, list=22%, signal=34%"
PROTEIN ACETYLATION%GOBP%GO:0006473,PROTEIN ACETYLATION%GOBP%GO:0006473,,103,0.2901759,1.0403088,0.3881064,0.6985004,1,2425,"tags=21%, list=16%, signal=25%"
POSITIVE REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902107,POSITIVE REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902107,,90,0.29481715,1.0399078,0.38714734,0.6990506,1,1659,"tags=16%, list=11%, signal=17%"
SUMOYLATION OF TRANSCRIPTION FACTORS%REACTOME%R-HSA-3232118.7,SUMOYLATION OF TRANSCRIPTION FACTORS%REACTOME%R-HSA-3232118.7,,16,0.41254157,1.0393463,0.39964157,0.70006764,1,3125,"tags=38%, list=21%, signal=47%"
DIHYDROPYRIMIDINASE DEFICIENCY%SMPDB%SMP0000178,DIHYDROPYRIMIDINASE DEFICIENCY%SMPDB%SMP0000178,,18,0.4045665,1.0390625,0.403255,0.70030016,1,3571,"tags=33%, list=24%, signal=44%"
REGULATION OF CILIUM ASSEMBLY%GOBP%GO:1902017,REGULATION OF CILIUM ASSEMBLY%GOBP%GO:1902017,,67,0.30751494,1.0389538,0.39389068,0.7000648,1,2806,"tags=30%, list=19%, signal=37%"
SARS-COV-2-HOST INTERACTIONS%REACTOME DATABASE ID RELEASE 83%9705683,SARS-COV-2-HOST INTERACTIONS%REACTOME DATABASE ID RELEASE 83%9705683,,166,0.26971027,1.0388563,0.35045317,0.6997827,1,2755,"tags=23%, list=19%, signal=28%"
PROTEIN LOCALIZATION TO VACUOLE%GOBP%GO:0072665,PROTEIN LOCALIZATION TO VACUOLE%GOBP%GO:0072665,,65,0.30680308,1.038668,0.3824,0.6997441,1,3287,"tags=31%, list=22%, signal=39%"
INITIATION OF NUCLEAR ENVELOPE (NE) REFORMATION%REACTOME%R-HSA-2995383.5,INITIATION OF NUCLEAR ENVELOPE (NE) REFORMATION%REACTOME%R-HSA-2995383.5,,16,0.4073754,1.0382433,0.41480207,0.700354,1,3807,"tags=38%, list=26%, signal=50%"
DNA CATABOLIC PROCESS%GOBP%GO:0006308,DNA CATABOLIC PROCESS%GOBP%GO:0006308,,15,0.4179265,1.038239,0.41419142,0.6998217,1,2348,"tags=20%, list=16%, signal=24%"
SCF-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0031146,SCF-DEPENDENT PROTEASOMAL UBIQUITIN-DEPENDENT PROTEIN CATABOLIC PROCESS%GOBP%GO:0031146,,41,0.33152008,1.0377096,0.38056013,0.70078075,1,3604,"tags=37%, list=24%, signal=48%"
DOWNREGULATION OF TGF-BETA RECEPTOR SIGNALING%REACTOME DATABASE ID RELEASE 83%2173788,DOWNREGULATION OF TGF-BETA RECEPTOR SIGNALING%REACTOME DATABASE ID RELEASE 83%2173788,,25,0.3703605,1.037512,0.4117647,0.7007782,1,2953,"tags=28%, list=20%, signal=35%"
POSITIVE REGULATION OF PROTEIN-CONTAINING COMPLEX DISASSEMBLY%GOBP%GO:0043243,POSITIVE REGULATION OF PROTEIN-CONTAINING COMPLEX DISASSEMBLY%GOBP%GO:0043243,,22,0.38014874,1.0372927,0.4156729,0.7008578,1,2073,"tags=27%, list=14%, signal=32%"
REGULATION OF GLUCONEOGENESIS%GOBP%GO:0006111,REGULATION OF GLUCONEOGENESIS%GOBP%GO:0006111,,24,0.37623033,1.0371351,0.4117647,0.7007617,1,2557,"tags=21%, list=17%, signal=25%"
PYRIDINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0019363,PYRIDINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0019363,,15,0.41540933,1.0370295,0.40418118,0.7005303,1,1750,"tags=20%, list=12%, signal=23%"
NOVEL INTRACELLULAR COMPONENTS OF RIG-I-LIKE RECEPTOR (RLR) PATHWAY%WIKIPATHWAYS_20220510%WP3865%HOMO SAPIENS,NOVEL INTRACELLULAR COMPONENTS OF RIG-I-LIKE RECEPTOR (RLR) PATHWAY%WIKIPATHWAYS_20220510%WP3865%HOMO SAPIENS,,44,0.33148542,1.0367557,0.41311476,0.70075184,1,644,"tags=14%, list=4%, signal=14%"
REGULATION OF RNA SPLICING%GOBP%GO:0043484,REGULATION OF RNA SPLICING%GOBP%GO:0043484,,147,0.27565375,1.0367293,0.38088444,0.70028704,1,3080,"tags=25%, list=21%, signal=31%"
PYRIMIDINE METABOLISM%PATHWHIZ%PW000160,PYRIMIDINE METABOLISM%PATHWHIZ%PW000160,,18,0.4045665,1.0363365,0.40932643,0.7008152,1,3571,"tags=33%, list=24%, signal=44%"
NEGATIVE REGULATION OF DNA BINDING%GOBP%GO:0043392,NEGATIVE REGULATION OF DNA BINDING%GOBP%GO:0043392,,30,0.35468334,1.0360264,0.37828946,0.7011826,1,4669,"tags=43%, list=32%, signal=63%"
BIOCARTA_VDR_PATHWAY%MSIGDB_C2%BIOCARTA_VDR_PATHWAY,BIOCARTA_VDR_PATHWAY%MSIGDB_C2%BIOCARTA_VDR_PATHWAY,,21,0.39223874,1.0358394,0.39076376,0.7011623,1,2768,"tags=29%, list=19%, signal=35%"
REGULATION OF INSULIN SECRETION INVOLVED IN CELLULAR RESPONSE TO GLUCOSE STIMULUS%GOBP%GO:0061178,REGULATION OF INSULIN SECRETION INVOLVED IN CELLULAR RESPONSE TO GLUCOSE STIMULUS%GOBP%GO:0061178,,16,0.41505083,1.0358369,0.42348754,0.7006271,1,1884,"tags=25%, list=13%, signal=29%"
POSITIVE REGULATION OF INTRACELLULAR PROTEIN TRANSPORT%GOBP%GO:0090316,POSITIVE REGULATION OF INTRACELLULAR PROTEIN TRANSPORT%GOBP%GO:0090316,,116,0.27916494,1.035644,0.3859649,0.7006079,1,2260,"tags=23%, list=15%, signal=27%"
MITOTIC SPINDLE CHECKPOINT%REACTOME DATABASE ID RELEASE 83%69618,MITOTIC SPINDLE CHECKPOINT%REACTOME DATABASE ID RELEASE 83%69618,,105,0.28328258,1.0352124,0.36671802,0.701265,1,4102,"tags=35%, list=28%, signal=48%"
TRANSLESION SYNTHESIS BY POLK%REACTOME DATABASE ID RELEASE 83%5655862,TRANSLESION SYNTHESIS BY POLK%REACTOME DATABASE ID RELEASE 83%5655862,,17,0.41294053,1.0345689,0.437613,0.70254844,1,2815,"tags=29%, list=19%, signal=36%"
RECEPTOR CLUSTERING%GOBP%GO:0043113,RECEPTOR CLUSTERING%GOBP%GO:0043113,,19,0.38562518,1.0335046,0.41821247,0.70495737,1,2423,"tags=37%, list=16%, signal=44%"
METHYLATION%GOBP%GO:0032259,METHYLATION%GOBP%GO:0032259,,190,0.26309773,1.0335021,0.3590844,0.7044254,1,4613,"tags=35%, list=31%, signal=50%"
NEGATIVE REGULATION OF PROTEIN DEPOLYMERIZATION%GOBP%GO:1901880,NEGATIVE REGULATION OF PROTEIN DEPOLYMERIZATION%GOBP%GO:1901880,,34,0.34562096,1.0334674,0.41625208,0.7039729,1,1611,"tags=26%, list=11%, signal=30%"
NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001234,NEGATIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001234,,145,0.272178,1.0330632,0.3776435,0.7045335,1,3103,"tags=27%, list=21%, signal=34%"
TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN CYTOCHROME C RELEASE%REACTOME DATABASE ID RELEASE 83%6803204,TP53 REGULATES TRANSCRIPTION OF GENES INVOLVED IN CYTOCHROME C RELEASE%REACTOME DATABASE ID RELEASE 83%6803204,,17,0.39893076,1.0328072,0.41493055,0.7047251,1,2613,"tags=29%, list=18%, signal=36%"
